ItemName_Enc,ItemName,ItemCode,N_Observations,Mean_Sales,MAE,RMSE,MAPE,R2,Accuracy_±0.5,Accuracy_±1.0
152,Вацлавский 0.9,10,36,1.5555555555555556,0.004676269028245944,0.010152077133624659,0.002220584884970619,0.9998871859691852,1.0,1.0
741,Молоко ВОЛОКОНОВСКОЕ цельное сгущ. с сахаром 270г д/п БЗМЖ,1613,13,1.3846153846153846,0.004667937660986747,0.00995447641062805,0.0020098682846688555,0.9998179730380103,1.0,1.0
278,"Добрынинская птичка в уп. 0,18",826,51,1.6274509803921569,0.004656741431823135,0.00992209509289079,0.002002769414478749,0.9998952278344292,1.0,1.0
862,"Наполеон с зав. кр.""Патиссьер"" 0.09",1227,31,1.7741935483870968,0.004648950028211536,0.007612308186940736,0.0019690593202757556,0.9999344855367864,1.0,1.0
275,"Добрынинская птичка 0,5",1208,13,1.3846153846153846,0.0046171217852257924,0.010668851545507703,0.0019501145016572912,0.9998369803180702,1.0,1.0
186,Вост.слад. набор КНАФЕ фисташки/кешью 200гр,79,27,1.037037037037037,0.0046139276649952606,0.012321540312912584,0.0023636355697168984,0.9997260469324438,1.0,1.0
146,Вафли Голландские с молочной карамелью 150г,1042,39,0.9743589743589743,0.004598965604634474,0.01153111937230344,0.002836729172423131,0.9997527599364779,1.0,1.0
664,Майонез Я Люблю Готовить МП 67% 200 мл,452,10,1.0,0.004589860541060678,0.009327567541875876,0.002719816803400229,0.9998912456046897,1.0,1.0
1360,Студень говяжий с хреном 430г 15294,79,27,0.6666666666666666,0.004573587118307295,0.010053855341280168,0.005343449380496183,0.9997270839804968,1.0,1.0
802,Набор конфет Птичье Молоко РотФронт 200 г,50,32,1.15625,0.00456826748548596,0.010350245016324651,0.0023918180385471316,0.9998118376781758,1.0,1.0
645,"Лимонад Черноголовка Тархун 0,5л стекло",128,15,1.4666666666666666,0.004536766850733224,0.009616838667006317,0.0019771202904701095,0.9998206137341541,1.0,1.0
1784,"Эстерхази 0,45",1187,32,1.5,0.00452907762525237,0.008873655292015257,0.002019722919047302,0.9999100094191525,1.0,1.0
391,Йогурт термостатный Клубника 160 г БЗМЖ,79,43,1.069767441860465,0.004519653730493755,0.011229081956218072,0.002625567335853632,0.999904527179099,1.0,1.0
266,Дет. игруш Фигурка + карамель в кор.HAPPY BOX ЧЕЛОВЕК ПАУК 18г,998,7,1.0,0.004494678028425974,0.009890768240086095,0.0028073956020847426,0.9996576044626732,1.0,1.0
1504,"Торт Ассорти 1,025",1232,37,1.5135135135135136,0.004491249399424222,0.012195348169753237,0.001795589709484844,0.999852244846337,1.0,1.0
716,"Миндаль жареный с паприкой и тоиатом, 113 гр.",759,1,2.0,0.0044894807011448545,0.0044894807011448545,0.0022447403505724273,0.0,1.0,1.0
319,Заливное из говяжьего языка 300г,657,9,0.6666666666666666,0.0044774517818913125,0.012672479215858103,0.0041586664357913024,0.9996386686086782,1.0,1.0
691,"Масса творожная с изюмом мдж 4,5% 400г БЗМЖ",208,13,1.3076923076923077,0.004474391423996338,0.010522101563351705,0.0020692519884157622,0.9998358704298131,1.0,1.0
1205,Сало белорусское в/у вес,79,21,0.02895238095238095,0.0044198044918017255,0.015383080435195753,0.11564849735560954,0.9858847668178421,1.0,1.0
187,Вост.слад.набор КНАФЕ АРАХИС 400гр,79,25,1.04,0.0043930725028835625,0.008597749636393705,0.002939848953700628,0.9997937463760879,1.0,1.0
1644,Чай китайский улун Те Гуань Инь 100г,79,8,1.25,0.004367073231089506,0.009931508032636219,0.002011517514237804,0.9999595344197734,1.0,1.0
210,"Графские развалины 0,7",1164,38,1.4210526315789473,0.004336460572980617,0.011242963002801771,0.0019668734441000402,0.9998358563943642,1.0,1.0
726,"Мини пирожки ""Добрынинские"" с мясом 0,15 уп.",1172,52,1.5769230769230769,0.004293400155293826,0.008622725838666058,0.0018879333946507613,0.9998946298805014,1.0,1.0
794,"НОЧЬ Хлеб ""Орловский"" половинка",1386,18,1.5,0.0042859330943585405,0.007729976694673193,0.0020805888595277827,0.9998734652100466,1.0,1.0
293,"Домашний медовик 0,5",853,25,1.36,0.0042666120106357305,0.008286598469383016,0.0022142564918847542,0.9998540227164269,1.0,1.0
476,"Кекс французский с лимоном и маком 0,45",811,13,1.3076923076923077,0.0042382803268348375,0.010500603424380932,0.0018331408912542607,0.9998365404244328,1.0,1.0
841,"Напиток Сенежская со вкусом персика 0,5 л",744,22,1.2272727272727273,0.004236880151066332,0.00776543654199637,0.0024858616497967765,0.9998881755928395,1.0,1.0
197,Голень куриная в/к  в/у 500г,469,14,1.0,0.004234887530241556,0.008232209326437137,0.002715631153464996,0.9999209358512067,1.0,1.0
50,Батончик Туррон манго миндаль 100г,79,34,1.1470588235294117,0.004230173305282654,0.009336143886592266,0.0026856940129675764,0.9997922451514065,1.0,1.0
1081,"Пражский 0,9",832,26,1.3846153846153846,0.004223258672915812,0.012354529071894018,0.0017263772269352838,0.9997813965112592,1.0,1.0
1785,"Эстерхази 0,8кг",1286,43,1.4651162790697674,0.00421992900215278,0.010231090739585369,0.0021195680751207144,0.99987027850029,1.0,1.0
808,"Набор шоколадных конфет ""Красная книга любви"" 90г",884,2,1.5,0.004218569121590632,0.005683443956350192,0.002211784199196265,0.9998707938591801,1.0,1.0
1702,Шоколад Кр.Окт. Слава 75г,49,12,1.5,0.0042074642105736455,0.010825833234312948,0.0015700112774893933,0.9998437351130438,1.0,1.0
