Номенклатура,RMSE,MAE,MAPE,wMAPE,R2
Ватрушка куриная с грибным жульеном и фарфале 250г,0.1933793243140945,0.3531675901978489,25.69812490072758,27.039393624522805,0.23634250381884714
Ватрушка маковая с творогом 85г,8.640496708756066,2.346497071581051,53.84443609057453,36.19173449387723,0.4370509256722239
"Ватрушка сл. Добрынинская c курагой 0,1",5.55350798821455,1.6930128922347771,60.66451021060312,43.91172868914789,0.03089650411478473
"Ватрушка сл. Добрынинская с капустой 0,1",4.247872084239668,1.4266740753248075,57.526592803327524,47.40625596205073,0.1076204198795011
"Ватрушка сл. Добрынинская с твор. и вишн. нач. 0,1",15.258143793515499,2.6061068987560483,61.885603873340585,45.688926990786136,0.289227785570051
"Ватрушка сл. Добрынинская с твор. нач. и лим. 0,1",9.24035026801498,1.9774526549681675,60.80656678330367,48.50355568789845,0.16162776467534323
"Ватрушка сл. Добрынинская три сыра со шпинатом 0,1",4.2181209588402195,1.4412059213286084,61.28660502316083,45.96064910757535,0.1610682425080754
"Ватрушки сл. «Добрынинские» c курагой 0,3",0.05482211252036675,0.1512049163827345,12.95511070217549,14.433196563806474,-0.2088275810740865
"Ватрушки сл. «Добрынинские» с капустой 0,3",0.14135634512637466,0.2652790235317785,20.855951254595716,23.5803576472692,-0.2924008697268541
"Ватрушки сл. «Добрынинские» с твор. и вишн. нач. 0,3",0.4943234923375215,0.5683785775052802,39.45641653056327,38.44688849905371,0.06639744494637667
"Ватрушки сл. «Добрынинские» с твор. нач. и лим. 0,3",0.48097806957932654,0.4887800051142262,32.393988182671045,36.01536879789035,-0.013674211156430083
"Ватрушки сл. «Добрынинские» три сыра со шпинатом 0,3",0.15139833481523637,0.3092029305767529,24.688626586416408,26.503108335150248,-0.09006801066970183
Вафельные рулеты Пикколо 150г,0.317982502500202,0.4165429920977642,26.312407253677172,30.692641522993153,0.02108004465906388
Вафельные рулеты Пикколо с какао 150г,0.16371824726404086,0.29822572141638615,21.131959083819307,24.559765293114154,0.02761283443175755
